"",bag,"",2,"[ ""Get in the Blue Machine!"" , ""Carroll changed the game, should have bagged the header though!"" , ""CFC""]"
"",bang,"",2,"[ ""The second bird singing at the FACupFinal is just as banging as the first""]"
"",banner,"",2,"[ ""He dives when he wants, he wants."" , ""Didier Drogba, he dives when he wants!"" , ""chant RT: LFC Drogba banner again""]"
"",bastard,"",2,"[ ""That's right Liverpool fans, go home, leave now, the M4 is north you bastards Liverpool Chelsea FAcup""]"
"","be arriving","",2,"[ ""Lmao!"" , ""His he blind and deaf?"" , ""Here's a picture of fans arriving to watch the FACupFinal at Stamford Bridge."" , ""SL""]"
"","be beating","",2,"[ ""Chelsea can become the 2nd club to win the FACup and CL in one season."" , ""Man Utd did it in 1998/99, beating Bayern M .""]"
"","be beginning","",2,"[ ""So it's d beginning of a new era 4 please sack dalglish operationsackdalglish""]"
"","be boring","",2,"[ ""Zzzzzzzzz boring atmosphere boring game."" , ""FACupFinal""]"
"","be brought","",2,"[ ""Introducing the Drogba time wasting antics, brought to you by the Ivory Coast in association with e.on FACup""]"
"","be downing","",2,"[ ""Today's team Reina jonno skrtel agger Enrique."" , ""Hendo spearing gerrard Bellamy suarez downing lfc""]"
"","be facup","",2,"[ ""Makes u think why on earth didn't Andy Carroll start this game cos since he's been on its been a totally different game facup""]"
"","be falling","",2,"[ ""Let's hope Drogba isn't suffering from that falling down disease today."" , ""facup""]"
"","be fighting","",2,"[ ""Still time, fighting hard!"" , ""LFC YNWA""]"
"","be filling","",2,"[ ""See the corporate seats filling up quickly, note facup""]"
"","be gerrard","",2,"[ ""“@empireofthekop: the lfc team reina johnson skrtl agger enrique spearing henderson gerrard downing bellamy suarez""]"
"","be goal","",2,"[ ""Never been a Goal."" , ""facup""]"
"","be having","",2,"[ ""Liverpool Trailing Chelsea 1 0 at H/T Spearing having a stormer.For Chelsea!"" , ""FACupFinal LFC CFC http:/ .""]"
"","be kicking","",2,"[ ""Nerves kicking in now."" , ""COMEONCHELSEA facupfinal CFC""]"
"","be living","",2,"[ ""yep Lfc still living in it""]"
"","be made","",2,"[ ""TT ITALIA 20:29 1.sexandthecinema 2.seiMayahannoragione 3.facupfinal 4.Avril's New Album Will Be Epic 5.Demi Made Us Stronger""]"
"","be officiating","",2,"[ ""Brilliant call from the linesman."" , ""Best officiating decision of the season."" , ""And possibly save of the season facupfinal""]"
"","be pretending","",2,"[ ""Lol at all these people pretending to sing Facup""]"
"","be replaced","",2,"[ ""Liverpool sub: Spearing replaced by Carroll on 54 mins."" , ""CFCWembley FACupFinal SL""]"
"","be screaming","",2,"[ ""Rudely awakened by Liverpool fans screaming for a foul one of their players falling over."" , ""The injustice FAcupfinal""]"
"","be seeing","",2,"[ ""puts life and silly things in to prospective seeing interview facup""]"
"","be seen","",2,"[ ""feel like ive seen this Dalglish influenced FA cup final performance somewhere before."" , ""nufc lfc""]"
"","be signing","",2,"[ ""biggest signing of the summer?"" , ""A defensive coach and a psychologist to get through to these over paid premadonas""]"
"","be sponsored","",2,"[ ""Is this the FACup sponsored by Bacofoil?"" , ""LFC JustTheFootballPlease""]"
"","be sung","",2,"[ ""Why have I never heard this sung before?"" , ""FaCUP abidebyme""]"
"","be supporting","",2,"[ ""LET'S DO THIS."" , ""CFC supporting to the fullest!""]"
"","be surrounded","",2,"[ ""Hates liverpool but genuinely feels sorry for gerrard surrounded by a team of idiots."" , ""FACupFinal""]"
"","be swaying","",2,"[ ""Nice close up of incredibly drunk female CFC fan with bottle of Smirnoff Ice in hand swaying to Abide With Me""]"
"","be torres","",2,"[ ""A second before half time then Torres to score the third in the second half would do!"" , ""CFC""]"
"","be used","",2,"[ ""spilt Lucozade all over my revision, so used it as an excuse to watch the facupfinal""]"
"","be waving","",2,"[ ""Get fucked upsidedown scarf waving nob heads lfc""]"
"","be won","",2,"[ ""dream on Im havin a great football year,First, Zambia won the AFCON2012, just cont""]"
"",belong,"",2,"[ ""I belong to the KOP FACUP LFC gogoreds""]"
"",bite,"",2,"[ ""handshake between partners in crime suarez terry bit too friendly?"" , ""facupfinal""]"
"",bleed,"",2,"[ ""You should know I bleed Blue."" , ""CFC""]"
"",bore,"",2,"[ ""half an hour in and i'm bored of watching it already LivenUp FACupFinal""]"
"",bounce,"",2,"[ ""Jesus, that nearly bounced in!"" , ""FACupFinal""]"
"",breath,"",2,"[ ""I'm sure a lot of LFC fans will breath a sigh of relief Carragher isn't starting."" , ""Agger and Skrtel the better pairing.""]"
"",breed,"",2,"[ ""Word!"" , ""years of accepting 4th as trophy hasn't breed a winning mentality more a mediocre mentality""]"
"",buck,"",2,"[ ""Just bucked man like enjoying the complementary champs facupfinal""]"
"",bunch,"",2,"[ ""Come on Liverpool you bunch of wasters."" , ""Piss on John 'thug' Terry and his chelsea lot facup""]"
"",calm,"",2,"[ ""Chelsea need another goal to calm all their fans' titties."" , ""cfc lfc FACupFinal""]"
"",carol,"",2,"[ ""lfc worst liverpool team I've ever seen."" , ""At least put some effort in change it kenny carol on spearing off""]"
"",cfcwembley,"",2,"[ ""Mr.Wembley has don't it again CFCWembley""]"
"",chant,"",2,"[ ""Torres!"" , ""Torres!"" , ""He left The Kop to join The Shed."" , ""Torres!"" , ""Torres!"" , ""He forced Liverfool to panic buy,Now they chanting Car .""]"
"",chat,"",2,"[ ""Just seen Blues fan Alec Stewart chatting before the FACupFinal at CFCWembley SL""]"
"",cheat,"",2,"[ ""liverpool carroll facup cheated goallinetechnology""]"
"",choose,"",2,"[ ""So for the Final of FaCup between Chelsea n Liverpool."" , ""All Man utd fan choose to support chelsea just because they .""]"
"",claim,"",2,"[ ""Liverpool Just Claimed The Name Loserpool FACupFinal""]"
"",classy,"",2,"[ ""Really classy Chelsea, really classy."" , ""FACUPFINAL LFC CFC""]"
"",click,"",2,"[ ""Which of these teams was supposed to be old and slow?"" , ""CFC are looking stronger as the game goes on."" , ""LFC still not clicking.""]"
"",complacent,"",2,"[ ""but back then he had some super strong personalities that could make the other players un complacent like Sol""]"
"",complete,"",2,"[ ""One down one to go F.A cup champs to complete the route.""]"
"",concede,"",2,"[ ""why does it take us conceding a goal to actually start playing good LFC FACupFinal""]"
"",confirm,"",2,"[ ""Liverpool have spent 120m in 1 year, Everton have spent 115m in 10."" , ""can anyone confirm this?"" , ""crazy fact if true lfc .""]"
"",congratz,"",2,"[ ""Kenny takes the blame for unstable poor?"" , ""performance this season no need to explain ."" , ""Anyway, Congratz to Chelsea FACupFinal""]"
"",cracker,"",2,"[ ""Soo good!"" , ""LOOOL RT@Bethany_LFC: LFC banners going to Wembley."" , ""Some crackers in there!"" , ""frm:rawk."" , ""facup""]"
"",crown,"",2,"[ ""LFC Let's go, boys."" , ""Let's be crowned champions again."" , ""FaCupFinal""]"
"",cunt,"",2,"[ ""wembley fa cup final 65 ticket and 7.75 a pint."" , ""not that those cunts at thefa rip anyone off cfc lfc""]"
"",dat,"",2,"[ ""dat me a tawk bout!@PrentoJr FAcupFinal""]"
"",defend,"",2,"[ ""Good goal."" , ""Poor midfield and defending again."" , ""Simple really."" , ""LFC""]"
"",define,"",2,"[ ""I swear Bosingwa will never be part of my team if I was a coach for CFC useless is what defines him!""]"
"",depend,"",2,"[ ""Whether I watch CFCWembley on ITV or ESPN depends on the commentary!""]"
"",develop,"",2,"[ ""Super block ivanovic!"" , ""Ramires is developing into some player!"" , ""FACup cfc LFC""]"
"",disappoint,"",2,"[ ""both teams know that by the end of the day, some 18 of them and their coach will be cup less and disappointed."" , ""CFC LFC FA""]"
"",display,"",2,"[ ""Twitter is overloaded,my tweets are nt displayED just coz of THE FACUPWINNER THE UNDISPUTE BLUEZZ CFC""]"
"",disrespect,"",2,"[ ""no disrespect to Kenny or other players, but Carroll should have started."" , ""No focal point before he came on."" , ""AndyForEngland""]"
"",down,"",2,"[ ""Downing flop of the season FAcup LFC""]"
"",dreadful,"",2,"[ ""How does Henderson start for Liverpool?"" , ""He been dreadful all season!"" , ""FAcup""]"
"",drink,"",2,"[ ""My new favourite drink coffee tequila!"" , ""cfc""]"
"",drown,"",2,"[ ""its nt football its n I am nt happy wif their preformance a tell ya!"" , ""Myt afta go t the pub n drown my sorrows xx""]"
"",e,"",2,"[ ""Wembley es hermoso.""]"
"",edge,"",2,"[ ""Well done Chelsea, dominated the first hour and probably just about edged it."" , ""Just."" , ""LFC CFC""]"
"",enter,"",2,"[ ""Torres on bench, i hope he will be entered to beat his ex club KTBFFH CFC FACupfinal""]"
"",exist,"",2,"[ ""That was Hard Fi playing in the middle of the pitch?"" , ""They still exist?"" , ""FACup""]"
"",f.a,"",2,"[ ""F.A cup final soon LFC YNWA""]"
"",face,"",2,"[ ""Lols at the 15yo girl in the crowd at Wembley, shit faced, Smirnoff Ice in hand."" , ""Just wow FAcup""]"
"",fancy,"",2,"[ ""Who do you fancy bor?"" , ""facup""]"
"",film,"",2,"[ ""why are they filming a kylie minogue music video, to HardFi on the FA cup final pitch FAcup""]"
"",fit,"",2,"[ ""How many advert breaks can itv fit in before kick off?"" , ""Answers on a postcard."" , ""facup itv lfc""]"
"",fk,"",2,"[ ""Pandemonium in the box."" , ""Why couldn't it have started this way."" , ""fk in great position FACupFinal""]"
"",force,"",2,"[ ""one of the many women forced to watch football ."" , ""FACupFinal""]"
"",foward,"",2,"[ ""We need 3 fast fowards GO LFC via Check it!"" , ""FACupFinal""]"
"",free,"",2,"[ ""Real low battery now guys, but I will be in town tonight."" , ""Feel free to buy me a celebratory beer or shot."" , ""CFC COYB""]"
"",freekick,"",2,"[ ""Freekick 2 lv wil they equalchelsea vs liverpool FAcupfinal""]"
"",gain,"",2,"[ ""Superb end of the first half Liverpool 0, FACUPonFOX."" , ""Bit a of slow start but soon gained control.""]"
"",goal,"",2,"[ ""Wow what a goal from Andy Carol."" , ""Chelsea 2 Liverpool 1 66th min."" , ""TheFACup2012 FACupFinal""]"
"",grab,"",2,"[ ""no danger of Stevie G letting anyone take a free kick when there is a chance he can grab the headlines."" , ""lfc cfc""]"
"",grow,"",2,"[ ""Kenny: We'll grow from this Lfc""]"
"",ha,"",2,"[ ""Cisse would have a field day against these defences."" , ""Ohh I forgot he did ha ha nufc lfc cfc""]"
"",hang,"",2,"[ ""I was just wondering if I should get me Chelsea flag and hang it out the window cfc""]"
"",harus,"",2,"[ ""Malam ini Liverpool harus menang!"" , ""Ayo Liverpool YOU'LL NEVER WALK ALONE LFC""]"
"",hoy,"",2,"[ ""Vamossssss hoy se sale campeon!"" , ""Chelsea 1 0 Liverpool!""]"
"",ignore,"",2,"[ ""I like how everyone just ignores the kids FACupFinal""]"
"",im,"",2,"[ ""im fully behind Kenny 100% with the players LFC""]"
"",in,"",2,"[ ""Sad thing about the FAcup is that Terry or Suarez will win it and we know what they have in common!""]"
"",include,"",2,"[ ""Liverpool are the only team that could achieve a domestic double that doesn't include a premier league title."" , ""And you .""]"
"",influence,"",2,"[ ""Bad influence much?!"" , ""Family football."" , ""facup""]"
"",injure,"",2,"[ ""lfc don't deserve it but he does, 1 good season and he left us, the year before we paid his wages when he was injured."" , ""avfc""]"
"",intend,"",2,"[ ""When the footballs on no one text me."" , ""I don't intend on replying."" , ""Come on Liverpool FACupFinal LFC ComeOnYouReds""]"
"",introduce,"",2,"[ ""can you take alcohol to your seats at Wembley?"" , ""I'm assuming no due to the silence."" , ""they should introduce this for better atmosphere wembley""]"
"",join,"",2,"[ ""and I'm joining forces with u on this one FACupFinal""]"
"",karma,"",2,"[ ""Well done Chelsea."" , ""Karma gotcha today LFC Suarez Dalglish booingNationalAnthem""]"
"",kenny,"",2,"[ ""One of Kennys better interviews."" , ""lfc cfc""]"
"",kid,"",2,"[ ""Kalou over Torres?!"" , ""are you kidding me!""]"
"",king,"",2,"[ ""thank you for everything that you gave to our club as a player and manager ."" , ""I always respect you KING ynwa""]"
"",kopite,"",2,"[ ""Great scenes as You'll Never Walk Alone echoes around Wembley."" , ""LFC got 25,000 tickets but thousands more Kopites here""]"
"",lampard,"",2,"[ ""Mata MOTM?"" , ""Nice ball to set up the opener, but on the balance, I'd say it's Lampard by a hair over Terry Cole cfc facupfinal""]"
"",lfcfan,"",2,"[ ""andycarroll THE GAME CHANGER chelsea 2 0 liverpool facupfinal lfc lfcfans lfcofficial thereds""]"
"",liven,"",2,"[ ""Ooooo mannnn i think it was the right decision to be honest but fucking hell this game has livened up a bit!"" , ""FACupFinal""]"
"",man,"",2,"[ ""Text Bud Henderson to 60300 to make him man of the match for a laugh."" , ""FACup""]"
"",matter,"",2,"[ ""WE PROUD TO LIFT THE TROPHY.WHERE IS UR'S?"" , ""KTBFFH CHAMPION The view of the flag that matters at .""]"
"",may,"",2,"[ ""FACupFinal may the best team win""]"
"",midfield,"",2,"[ ""Ran out of time!"" , ""2nd half lfc credit and to Carroll but a 1st division midfield Spearing/Hendo out of their depth!""]"
"",minute,"",2,"[ ""5 Minute Again to theFAcup Final From New Wembley."" , ""CFC""]"
"",mix,"",2,"[ ""Would love to produce FA Cup build up coverage one day."" , ""Shots of an empty bus mixed with an LFC Guess Who VT."" , ""Nice""]"
"",more,"",2,"[ ""Nothing pleases me more than seeing Stewart Downing suffer."" , ""AVFC LFC mercenary""]"
"",much,"",2,"[ ""Think itd be worth trying torres and drogba together again didnt guve them much of a chance FACupFinal CFCWembley""]"
"",notice,"",2,"[ ""Seeing the new boots on a lot of the liverpool players."" , ""Let's see em work their magic FACupFinal I notice these things""]"
"",now,"",2,"[ ""Yay House!"" , ""Michaelhouse 12 Hilton 11."" , ""Red and whites victorious.Now for LFC to take the piss""]"
"",ok,"",2,"[ ""Ok so watchin snooker.Can't avoid it any longer.Time to watch the FACupFinal.Nerves kicking in.KTBFFH""]"
"",omg,"",2,"[ ""what omg facup""]"
"",on,"",2,"[ ""the game wasn't on FOX boooooooo StanleyCup on NBC right now 2 All game 4 into the 3rd""]"
"",park,"",2,"[ ""Should bring on Dynamo Dirk for Hopeless Henderson."" , ""The chavs will well and truly park the blue bus now LFC""]"
"",possess,"",2,"[ ""The fact that lfc almost came back today with a team so lacking in a number of areas, shows the heart the team does possess.""]"
"",prick,"",2,"[ ""Come on Chelsea!"" , ""Beat the scouse pricks!"" , ""FACupFinal""]"
"",pride,"",2,"[ ""YNWA You are champion, we always support you Pride of london CFC""]"
"",punish,"",2,"[ ""SerieA voice commentating on facupfinal."" , ""Deserved."" , ""Why are they punishing him by having next to him though?""]"
"",quit,"",2,"[ ""To everyone associated with Chelsea, CFC double or quits on Wednesday night""]"
"",r,"",2,"[ ""Seeing Spearing's mistake again."" , ""It clearly shows he's not ready to take LFC to the next level."" , ""Our midfield is v poor.they r glueless.""]"
"",racist,"",2,"[ ""Wonderful spectacle."" , ""Cheating Cockney racist marking cheating Uraguayan racist."" , ""FACup""]"
"",reach,"",2,"[ ""To wrap up update for FACupFinal 2011/2012 season, a conclusion must be reached.""]"
"",redmen,"",2,"[ ""Come on you redmen!"" , ""lfc ynwa""]"
"",reject,"",2,"[ ""mind if I join you?"" , ""only because LFC lost and not because Ry has rejected me Irejectedhim YourtheRebound""]"
"",rely,"",2,"[ ""Nostalgic Liverpool, the difference is clear."" , ""We create history."" , ""You rely on times long ago."" , ""Modern success hal .""]"
"",remind,"",2,"[ ""Every final reminds me of the uefa cup against ac milan!"" , ""lfc""]"
"",repeat,"",2,"[ ""LFC We don't want anything easy."" , ""We are down 1 0 at half because we chose to be."" , ""This is how we win."" , ""History will repeat itself with a win""]"
"",retweet,"",2,"[ ""Time to retweet all about@chelseafc FACupFinalTheBlues""]"
"",ride,"",2,"[ ""What a roller coaster ride this season has been."" , ""4 cups in 6 years."" , ""Some small club."" , ""CFC FAcup Champions""]"
"",rip,"",2,"[ ""It would rip a hole in the Space Time continuum?!"" , ""O_O FACup""]"
"",route,"",2,"[ ""I'm routing for Chelsea!"" , ""Final Score?"" , ""2 1 Chelsea, Fernando to come on and score against his former club!"" , ""Torres FACupFinal""]"
"",rub,"",2,"[ ""if its an ankle injury.why was he rubbing his jewels facup.any excuse D""]"
"",rule,"",2,"[ ""Liverpool players cherred on way out Chelsea players booed, which fans rule here?"" , ""LFC FACUP""]"
"",rush,"",2,"[ ""Bad tackle."" , ""Free kick for Chelsea."" , ""They won't be rushing to take it."" , ""cfc lfc FACupFinal""]"
"",separate,"",2,"[ ""Ramires's goal that separates the teams midway through the first half."" , ""CFC LFC FACupfinal ht .""]"
"",serve,"",2,"[ ""We didn't really serve to win tbh!"" , ""lfc FACup2012""]"
"",shine,"",2,"[ ""The sun is shining on the LFC fans at Wembley x""]"
"",should,"",2,"[ ""The blues flag should flying high at Wembley today CFC""]"
"",shud,"",2,"[ ""the gole shud not of bin ."" , ""poor Gole Keping there like very poor FACupFinal""]"
"",shut,"",2,"[ ""Shut up AndyTownsend should have scored omg what a save FACup""]"
"",side,"",2,"[ ""Most one sided final ever!"" , "":p Liverpool vs Chelsea at D'Selera."" , ""Chelsea ftw FAcupfinal!""]"
"",sign,"",2,"[ ""“@henrywinter: cfc fans sang the National Anthem."" , ""Many lfc fans didn't."" , ""cfc also sing through minutes silence!"" , ""Have u signed for the sun?""]"
"",silence,"",2,"[ ""Gutted to lose but my god what a way to silence your critics Carroll."" , ""Bring on next season!"" , ""Lfc ynwa""]"
"",silverware,"",2,"[ ""Not a great game, but only one team turned up, silverware no 1 in the bag, well done Robbie and the boys happy owner Chelsea cfc""]"
"",skip,"",2,"[ ""My heart's skipping happy beats for Chelsea right now FACupFinal""]"
"",sleep,"",2,"[ ""It's cool though I'll still sleep in my Liverpool top tonight."" , ""LFC Erghhh""]"
"",speak,"",2,"[ ""cfc spoke to soon."" , ""YESSSSSSSSS""]"
"",sport,"",2,"[ ""Is meireles sporting a voluntary, modern day bobby Carlton haircut?"" , ""Curious."" , ""FACupFinal""]"
"",spray,"",2,"[ ""“@WBAlbionFC: Can the Chelsea doctor be sprayed with champagne."" , ""please wettshirt phwoar facup FACupfinallmao""]"
"",spur,"",2,"[ ""This is about to be a great match."" , ""Wish it could be spurs playing tho facupfinal""]"
"",strip,"",2,"[ ""My dad she's going to sing?"" , ""She'd get more attention if she stripped facupfinal""]"
"",struggle,"",2,"[ ""I'm struggling to remain awake here."" , ""FACupFinal""]"
"",suarez,"",2,"[ ""Suarez to score first 2 1 Chelsea facupfinal worthapunt""]"
"",suck,"",2,"[ ""So the FACupFinal is on 2 hours later than usual."" , ""Sure, 5.15pm might be alright for those in the UK, but it sucks for Antipodeans.""]"
"",suit,"",2,"[ ""Not seen this many track suits ever!"" , ""facupfinal""]"
"",swing,"",2,"[ ""Was undecided before match but Liverpool fans booing their own national anthem swung it."" , ""Silly twats."" , ""Come on you blues."" , ""FACup""]"
"",takethestage,"",2,"[ ""FA CUP FINAL TODAY!"" , ""Chelsea vs Liverpool takethestage LET'S GO BLUES!"" , ""CFC""]"
"",team,"",2,"[ ""liverpool ynwa lfc greatest team ever!""]"
"",tear,"",2,"[ ""Drogba's torn his vagina FACupFinal LFC CFC""]"
"",thou,"",2,"[ ""Goal line technology,.where art thou?"" , ""FACupFinal""]"
"",til,"",2,"[ ""not a fair weather fan."" , ""Red til I die."" , ""LFC""]"
"",timetogetgoallinetechnology,"",2,"[ ""After the second half performance, we didn't deserve to lose, great game though timetogetgoallinetechnology LFC YNWA FACup""]"
"",torre,"",2,"[ ""chin up torres."" , ""facup""]"
"",underway,"",2,"[ ""facup Second half underway CFC with the upper hand and the lead.""]"
"",unleash,"",2,"[ ""lfc unleash the Spaniard facupyhing""]"
"",unlucky,"",2,"[ ""I'm very proud of you guys you did a great job!"" , ""Just a lil' bit unlucky."" , ""Heads up guys!"" , ""YNWA""]"
"",untuk,"",2,"[ ""2 1 untuk Liverpool Tweeps, berapa prediksi anda untuk skor final FACup Chelsea Vs."" , ""Liverpool?""]"
"",warm,"",2,"[ ""Jose Enrique for the last time Don't warm up during the national anthem FACup LFC""]"
"",wd,"",2,"[ ""Its over forced to watch the facup houseoftrousers unlucky Carroll my son says Id say maybe if you got your hair cut it wd help!""]"
"",welcome,"",2,"[ ""welcomes to the twitter revolution 2 0 wheey FACupFinal""]"
"",wipe,"",2,"[ ""time to watch wipe the pitch with Chelsea for the FA cup!"" , ""come on, boys!"" , ""ibelieve""]"
"",witness,"",2,"[ ""You probably don't have a clue but you've witnessed history in the making when Won today""]"
"",wonderful,"",2,"[ ""Yes Drogba!"" , ""You wonderful man!"" , ""CFCWembley xxx""]"
"",wow,"",2,"[ ""Wow what a save Cech Cfc FACup""]"
"",wrong,"",2,"[ ""Scousers will bleat they've been wronged again FACupFinal bleat, bleat, bleat ."" , ""lfc chelsea cfc""]"
"",xx,"",2,"[ ""who you supporting for the FACupFinal Liverpool for me :D xx""]"
"",ya,"",2,"[ ""have it ya bunch of self obsessed wankers CFC""]"
"",bring,DATE,2,"[ ""May the glory of The FACUP bring us the Champions league Cup IJN Amen.Championsleaguecup!""]"
"",buy,DATE,2,"[ ""Seriously wud be a shame So now the Russian bought the linesman."" , ""Pathetic if Chelsea win."" , ""Don't deserve the cup."" , ""FACup""]"
"",celebrate,DATE,2,"[ ""Let's celebrate our win tonight!""]"
"",do,DATE,2,"[ ""Thought officials did a good job today FACupFinal good effort boys ynwa apartfromthefirsthalf""]"
"",facupfinal,DATE,2,"[ ""wins facupfinals today""]"
"",let,DATE,2,"[ ""haizzz, now let Torres play!"" , ""CFC""]"
"",lfc,DATE,2,"[ ""lfc with new energy now facupfinal cfc GAMEON""]"
"",like,DATE,2,"[ ""Really think the fa have made a huge mistake putting the fa cup final on this date."" , ""Makes no sense."" , ""Feels like the carling cup now."" , ""FACup""]"
"",miss,DATE,2,"[ ""So I watched the dull first half, decided to skip the second and now I miss this contentious phantom goal decision."" , ""Congrats to CFC anyway.""]"
"",need,DATE,2,"[ ""We need goalline tech NOW!"" , ""FACupFinal""]"
"",noise,DATE,2,"[ ""Want to hear some NOISE This NOW!"" , ""fans vs fans FACUPfinal takethestage WeWillKOPYou""]"
"",play,DATE,2,"[ ""Got to say Carroll played superbly today."" , ""lfc""]"
"",watch,DATE,2,"[ ""Quite excited my hotel room tonight has now I can watch the FACupFinal""]"
"",be,LOCATION,2,"[ ""Wembley is our 2nd home ktbffh cfc facupfinal""]"
"",go,LOCATION,2,"[ ""Let's go Liverpool.!"" , ""YNWA FACupFinal""]"
"",chelsea,NUMBER,2,"[ ""Indonesia Trends is facupfinal, Chelsea 2 1 Liverpool, ynwa, Ktbffh, Jessica Standar, Andy Carrol via""]"
"",get,NUMBER,2,"[ ""“@FootballLaw: Best banner at Wembley so far: Martin Skrtel is so hard he asked for a Big Mac at Burger King and got one."" , ""FAcup lol""]"
"",lfc,NUMBER,2,"[ ""Far too easy."" , ""Clinical finish by Ramires."" , ""CFC 1 LFC 0."" , ""FACupFinal.""]"
"",make,NUMBER,2,"[ ""Thanks god Ramires makes it 1 0 KTBFFH CFCWembley""]"
"",ramire,NUMBER,2,"[ ""Yes Ramires 1 0 Chelsea FACupFinal""]"
"",be,ORDINAL,2,"[ ""Not only can you bet at EVENS who will kick off in FA Cup Final our money back offer if Torres or Suarez scores first is unmissable!"" , ""FACup""]"
"",come,ORGANIZATION,2,"[ ""One down and one to go.here we come Bayern!"" , ""MakingHistoryNotRelivingIt CFC""]"
"","be done",PERSON,2,"[ ""Jay Spearing has cost us the game there, doesn't deserve to play again."" , ""Without Carroll we wouldn't of had a chance, Well done Andy!"" , ""LFC""]"
"",finish,PERSON,2,"[ ""The English sporting summer starts here."" , ""It doesn't though, does it?"" , ""The PL isn't even finished FFS Murray."" , ""FACup""]"
"",miss,PERSON,2,"[ ""watching LFC makes me miss Bill and Shankly."" , ""RIPIT rest in peace in toilet""]"
"",play,PERSON,2,"[ ""Get in!"" , ""Well played Chelsea!"" , ""Happy for RDM, top bloke!"" , ""cfc""]"
"",put,PERSON,2,"[ ""Liverpool must be giving up if they are putting Andy Carroll in."" , ""CFC FACupFinal""]"
"",save,PERSON,2,"[ ""Holy crap what a save by Petr Cech!"" , ""Chelsea Liverpool FACup""]"
"",start,PERSON,2,"[ ""You can only imagine what would have been had we started Carroll."" , ""LFC""]"
"",untuk,PERSON,2,"[ ""WE ARE LEVERPUDLIAN TO THE END Congrats Chelsea."" , ""Standing ovation untuk Phil Dowd."" , ""You'll never w .""]"
"",want,PERSON,2,"[ ""bye bye 3rd?"" , ""Crossy, u sound like u never wanted to see finish 3rd."" , ""Bitter of something?""]"
"",win,PERSON,2,"[ ""Three Italian manager have won the last 3 FA CupsAncelotti, Mancini and Di Matteo."" , ""CFC""]"
"",be,"PERSON,PERSON",2,"[ ""Lol He's big."" , ""He's red."" , ""His feet stick out the bed."" , ""He's Andy Carroll."" , ""Andy Carroll!"" , ""LFC YNWA""]"
DATE,have,"",2,"[ ""now has our new show and latest articles."" , ""RAW FACupFinal""]"
DURATION,"be left","",2,"[ ""You can't turn up with 30 mins left of any game never mind a cup final."" , ""YNWA lfc""]"
DURATION,go,"",2,"[ ""The next 75 minutes are going to be fun for me FACupFinal""]"
DURATION,leave,"",2,"[ ""Liverpool really are going for this now!"" , ""5 minutes left to play!"" , ""FACupFinal""]"
LOCATION,look,"",2,"[ ""Liverpool look shit in defence."" , ""FACup""]"
MISC,champion,"",2,"[ ""WE BEAT LIVERPOOL WHEN IT MATTERS!"" , ""FA CUP CHAMPIONS 2012 CFC .""]"
MISC,win,"",2,"[ ""Italians have won the FACup thrice in a row Ancelotti in 2010, Mancini in 2011 and DiMatteo in 2012""]"
MISC,winner,DATE,2,"[ ""FA Cup Winners 2011 2012."" , ""Champions League 2011 2012To Be Crowned."" , ""Congrats Fellas""]"
NUMBER,trophy,"",2,"[ ""One trophy down, one more to go!"" , ""CFC FACup""]"
ORGANIZATION,about,"",2,"[ ""Liverpool is about to walk ALONE facupfinal""]"
ORGANIZATION,"be come","",2,"[ ""Not long now till RTP partner take on Liverpool, come on blues!"" , ""facup""]"
ORGANIZATION,"be made","",2,"[ ""Having now made Wembley 'a home from home' on their 3rd visit this season, Liverpool produce display worthy of Anfield 2011/12."" , ""facupfinal""]"
ORGANIZATION,kick,"",2,"[ ""LFC kicks off 2nd half."" , ""ComeOnReds""]"
ORGANIZATION,know,"",2,"[ ""See them pouring themselves in our half in a bid to attack but I say it will end badly for LiverPool cFc knows how to deal with such""]"
ORGANIZATION,lift,"",2,"[ ""I'm really unsure on who I want to win for many reasons I think I'd prefer to see Liverpool lift it tho FACup""]"
ORGANIZATION,look,"",2,"[ ""LFC looks all over the line to me""]"
ORGANIZATION,miss,"",2,"[ ""I think that Liverpool will miss a penalty FACupFinal""]"
ORGANIZATION,pressure,"",2,"[ ""Under intense Liverpool pressure."" , ""COYB."" , ""CFCWembley FACupFinal SL""]"
ORGANIZATION,score,"",2,"[ ""that Liverpool don't score FACupFinal""]"
ORGANIZATION,show,"",2,"[ ""Only one team showed up CFC Chelsea""]"
ORGANIZATION,start,"",2,"[ ""I fucking hope Liverpool start today!"" , "":D LFC""]"
ORGANIZATION,walk,"",2,"[ ""Liverpool is walking alone 2nyt FACupFinal""]"
ORGANIZATION,need,DATE,2,"[ ""I walked through 40 degree Dubai heat to reach a bar to watch this match."" , ""LFC now need to demonstrate same level of perspiration.""]"
PERCENT,root,"",2,"[ ""In our earlier poll,50.8% of those who RTd wanted to win while 49.2% are rooting for@LFC.So close!CFCLFCFACupFinal""]"
PERSON,about,"",2,"[ ""I love how the Ref literally just threw himself to the ground as Drogba was about to shoot!"" , ""facupfinal""]"
PERSON,afford,"",2,"[ ""The recession must be hitting Liverpool hard as Kenny Dalglish can't afford a suit, not even one from Primark!"" , ""CFC lfc FACupFinal""]"
PERSON,appear,"",2,"[ ""Jose Enrique appears to be having 'a Bridge' facup""]"
